name,username,userId,can_dm,created_at,bio,tweets_count,followers_count,following_count,favourites_count,location,media_count,profile_banner_url,profile_url,avatar_url,verified,blue_verified
TO Yale,TOyale,216437246,false,2010-11-16 13:39:02,"Yale Transportation Options is here to help you make transportation decisions that serve you, your community, and the environment.",2438,507,485,38,"Yale University, New Haven, CT",172,https://pbs.twimg.com/profile_banners/216437246/1495118790,https://www.twitter.com/TOyale,https://pbs.twimg.com/profile_images/954059003536879616/K57qKww5_normal.jpg,false,false
Yale Public Safety,Yalepblcsafety,244722891,false,2011-01-29 19:17:56,Official page for Yale Public Safety.,2025,1378,1326,269,"New Haven, CT",311,https://pbs.twimg.com/profile_banners/244722891/1699977066,https://www.twitter.com/Yalepblcsafety,https://pbs.twimg.com/profile_images/1737231081579962368/GdfUuU5t_normal.jpg,false,false
YaleDayOfService,YaleDayService,269908468,false,2011-03-21 13:29:54,Yale Day of Service is a global opportunity for Yale alumni to lead by sharing their time and talents to make a difference. #YaleDayOfService,1193,589,112,71,Worldwide,197,https://pbs.twimg.com/profile_banners/269908468/1580936977,https://www.twitter.com/YaleDayService,https://pbs.twimg.com/profile_images/1089905376340922368/5umcSDBZ_normal.jpg,false,false
Yale Classics Lib,YaleClassicsLib,297746003,true,2011-05-12 21:34:09,The latest news & notes from the @Yale Classics Library @YaleLibrary; new resources for the study of the ancient world;,13907,12180,3877,50716,New Haven. CT,3435,https://pbs.twimg.com/profile_banners/297746003/1353419804,https://www.twitter.com/YaleClassicsLib,https://pbs.twimg.com/profile_images/1553597910/newclassics2_normal.jpg,false,false
University Printer,YalePrinter,346684418,false,2011-08-01 13:37:25,Office of the Yale University Printer,136,411,42,0,"New Haven, CT",9,https://pbs.twimg.com/profile_banners/346684418/1403706286,https://www.twitter.com/YalePrinter,https://pbs.twimg.com/profile_images/479717835208282113/C6cYAOb6_normal.png,false,false
Yale ISPS,ISPSYale,356389038,false,2011-08-16 15:43:06,"Yale University's Institution for Social and Policy Studies. Advancing research, shaping policy, developing leaders. Director: Alan Gerber",4331,3243,1278,1761,"New Haven, CT",325,https://pbs.twimg.com/profile_banners/356389038/1586182528,https://www.twitter.com/ISPSYale,https://pbs.twimg.com/profile_images/2875334059/95d66c4f7016d58711084d23c3063692_normal.jpeg,false,false
YaleBritishArt,YaleBritishArt,468652016,false,2012-01-19 14:25:32,"The largest museum outside of the UK devoted to British art, the YCBA is a focal point for modernist architecture. Free and open to all. #YCBA",4853,10998,1268,2563,"New Haven, Connecticut",2066,https://pbs.twimg.com/profile_banners/468652016/1602800438,https://www.twitter.com/YaleBritishArt,https://pbs.twimg.com/profile_images/1628062582161518593/EAdl2eqK_normal.jpg,false,false
Yale Admissions,YaleUGA,512336426,true,2012-03-02 14:03:55,Welcome to the official Twitter for the Office of Undergraduate Admissions at Yale! https://t.co/Mo7L15k7O0,2284,11259,339,1866,"New Haven, CT",658,https://pbs.twimg.com/profile_banners/512336426/1398959388,https://www.twitter.com/YaleUGA,https://pbs.twimg.com/profile_images/461895308570394625/IthptqZ0_normal.png,false,false
Bass Library,BassLibrary,596636943,false,2012-06-01 11:27:43,Anne T. and Robert M. Bass Library | Starting point for undergraduate research and library instruction | @YaleLibrary,2168,811,425,703,"New Haven, CT",375,https://pbs.twimg.com/profile_banners/596636943/1399315973,https://www.twitter.com/BassLibrary,https://pbs.twimg.com/profile_images/1179100002859311111/e7baxs04_normal.jpg,false,false
Yale WorkLife,YaleWorkLife,605891527,false,2012-06-11 20:59:13,"Yale's WL programs/services are part of Yale's efforts to help faculty/staff students manage responsibilities associated with work, academic, & personal life.",555,696,190,66,"New Haven, CT",5,,https://www.twitter.com/YaleWorkLife,https://pbs.twimg.com/profile_images/1096491508021248001/Bzs1JUys_normal.png,false,false
Yale At Olympics,YaleatOlympics,614130636,false,2012-06-21 01:34:10,Affiliate of @YDNSports,285,280,81,9,from New Haven to Rio 2016,17,https://pbs.twimg.com/profile_banners/614130636/1469232643,https://www.twitter.com/YaleatOlympics,https://pbs.twimg.com/profile_images/756639667370528769/WOBQDLJp_normal.jpg,false,false
YaleWorldFellows,WorldFellows,619315288,true,2012-06-26 14:29:29,An incubator for a new kind of global leadership,2540,6522,356,1941,Yale University,473,https://pbs.twimg.com/profile_banners/619315288/1680185555,https://www.twitter.com/WorldFellows,https://pbs.twimg.com/profile_images/1296447173064785921/6OwVX_6-_normal.jpg,false,false
YaleOCDResearch,YaleOCDResearch,802706564,false,2012-09-04 12:05:25,"Advancing knowledge of obsessive-compulsive disorder since 1985.

Learn more about participating in our research:
ocd.research@yale.edu
(203) 376-2035",1276,3323,421,164,"New Haven, CT",72,https://pbs.twimg.com/profile_banners/802706564/1354112658,https://www.twitter.com/YaleOCDResearch,https://pbs.twimg.com/profile_images/1669745641528995860/43nhUG-E_normal.jpg,false,true
play2PREVENT Lab at Yale,play2PREVENT,805553970,false,2012-09-05 18:53:05,"As part of @yalehealthgames @YaleMed, we develop + evaluate serious #videogames for the purposes of #education, #riskreduction, #healthpromotion + #mentalhealth",1222,912,1409,625,"New Haven, CT",256,https://pbs.twimg.com/profile_banners/805553970/1405425316,https://www.twitter.com/play2PREVENT,https://pbs.twimg.com/profile_images/1508477018152841223/CPAYEcfM_normal.jpg,false,false
YaleGSAS,yalegsas,829830397,false,2012-09-17 17:18:02,"America's oldest Graduate school est. 1847. Updates on GSAS students, activities and initiatives. Light and Truth. #edwardbouchet all day",1793,1584,255,795,"New Haven, CT",560,https://pbs.twimg.com/profile_banners/829830397/1398286504,https://www.twitter.com/yalegsas,https://pbs.twimg.com/profile_images/1179938135498788866/qem6ryt7_normal.jpg,false,false
Yale Digital Scholar,YaleDigScholar,880978956,false,2012-10-14 17:02:04,,33,212,101,0,,0,https://pbs.twimg.com/profile_banners/880978956/1539637863,https://www.twitter.com/YaleDigScholar,https://pbs.twimg.com/profile_images/1051942991571681280/0opKnJQJ_normal.jpg,false,false
Marx Science and Social Science Library,YaleMarxLibrary,927893851,false,2012-11-05 11:04:06,"Marx Library offers research & statistical support for the sciences, social sciences & interdisciplinary studies @YaleLibrary. Formerly known as CSSSI.",576,702,80,94,"219 Prospect St, New Haven",73,https://pbs.twimg.com/profile_banners/927893851/1625156910,https://www.twitter.com/YaleMarxLibrary,https://pbs.twimg.com/profile_images/1410636427646414852/ZcKG9j2O_normal.jpg,false,false
Yale Kavli Institute for Neuroscience,KavliAtYale,1267922724,false,2013-03-14 16:35:17,"We aim to understand how genes, molecules, cells, and neural circuits interact to give rise to brain development and behavior.",2148,3297,513,1659,"New Haven, CT",251,https://pbs.twimg.com/profile_banners/1267922724/1639164418,https://www.twitter.com/KavliAtYale,https://pbs.twimg.com/profile_images/1469388181128761351/XnBpppS7_normal.jpg,false,false
Yale Astronomy,YaleAstronomy,1347540247,false,2013-04-12 15:09:10,The Department of Astronomy at Yale University.,320,1342,179,267,"New Haven, CT",17,https://pbs.twimg.com/profile_banners/1347540247/1464714813,https://www.twitter.com/YaleAstronomy,https://pbs.twimg.com/profile_images/737694434280624128/NLxO3DvU_normal.jpg,false,false
Yale West Campus,YaleWestCampus,1364422040,false,2013-04-19 09:31:21,"A connecting point at Yale for scholarship in health, culture, energy, and the environment",2111,1859,917,4975,100 West Campus Drive,602,https://pbs.twimg.com/profile_banners/1364422040/1684170271,https://www.twitter.com/YaleWestCampus,https://pbs.twimg.com/profile_images/1154394630554869760/3pn5ewy9_normal.jpg,false,false
TEDxYaleWomen,TEDxYaleWomen,1587316849,false,2013-07-11 21:54:03,get involved // nominate a speaker,37,164,132,4,Sat Dec 7 // NYC,1,https://pbs.twimg.com/profile_banners/1587316849/1373594728,https://www.twitter.com/TEDxYaleWomen,https://pbs.twimg.com/profile_images/378800000171001559/9936386dfc63746d9515bc59c57cf550_normal.png,false,false
Yale Film Archive,YaleFilmArchive,1702883156,false,2013-08-26 16:36:57,"The Yale Film Archive, @YaleLibrary, advances film culture @Yale through collection, preservation, access, and exhibition.",4407,2338,201,761,"New Haven, CT",2513,https://pbs.twimg.com/profile_banners/1702883156/1609784592,https://www.twitter.com/YaleFilmArchive,https://pbs.twimg.com/profile_images/1346486553074409473/OIjr8Ej0_normal.jpg,false,false
Yale Network Science,YINSedge,2338824692,false,2014-02-11 13:57:55,"Yale Institute for Network Science. Events. News. Cool stuff about network science, data science, science in general. And related matters.",2677,3388,491,838,Yale University,379,https://pbs.twimg.com/profile_banners/2338824692/1429591937,https://www.twitter.com/YINSedge,https://pbs.twimg.com/profile_images/433317772718649344/zPMu-mkG_normal.png,false,false
RLST @ Yale,RLSTYale,2456596940,false,2014-04-21 09:20:00,defining religion since 1963,485,989,202,70,just off the New Haven Green,25,https://pbs.twimg.com/profile_banners/2456596940/1398087879,https://www.twitter.com/RLSTYale,https://pbs.twimg.com/profile_images/469511954894036992/MErpkxGA_normal.jpeg,false,false
Yale AACC,YaleAACC,2715971414,false,2014-08-07 22:58:56,Asian American Cultural Center at Yale. We promote Asian American culture and explore the social and political experience of Asians in the United States.,267,318,76,38,"New Haven, CT",24,https://pbs.twimg.com/profile_banners/2715971414/1505956647,https://www.twitter.com/YaleAACC,https://pbs.twimg.com/profile_images/498207781963309056/f3ZDHq8D_normal.png,false,false
IPCH at Yale,IPCH_Yale,2813657209,false,2014-09-16 15:54:51,Yale's Institute for the Preservation of Cultural Heritage - West Campus,313,659,76,130,"West Haven, CT, USA",17,https://pbs.twimg.com/profile_banners/2813657209/1472734850,https://www.twitter.com/IPCH_Yale,https://pbs.twimg.com/profile_images/771333851419467776/Q0z-69C6_normal.jpg,false,false
YPDC,YalePDC,2831643167,false,2014-10-15 10:05:58,Yale Psychology Department Clinic. Treatment for adolescents and adults in and around Connecticut. Affordable mental health services at Yale.,56,184,41,17,"New Haven, CT",4,https://pbs.twimg.com/profile_banners/2831643167/1413382913,https://www.twitter.com/YalePDC,https://pbs.twimg.com/profile_images/522946821174202370/8gnBGsAy_normal.jpeg,false,false
The YODA Project,YODAProject,2599797763,false,2014-07-02 08:36:37,"The @YaleMed Open Data Access (YODA) Project advocates for the responsible sharing of clinical research data, open science, and research transparency",791,964,195,69,"New Haven, CT",20,,https://www.twitter.com/YODAProject,https://pbs.twimg.com/profile_images/524559873250308097/Xa_-zxcd_normal.png,false,false
Women In Tech,WITatYale,1365110550,false,2013-04-19 14:45:08,WIT@Yale is a shared interest group whose goal is to empower and support a community of women in information technology.,423,425,88,48,Yale University,108,https://pbs.twimg.com/profile_banners/1365110550/1485182815,https://www.twitter.com/WITatYale,https://pbs.twimg.com/profile_images/818847330304753665/CbGRkhWr_normal.jpg,false,false
CCS - Yale,CCSYale,2795103472,false,2014-09-30 11:08:13,,253,455,47,2,,25,https://pbs.twimg.com/profile_banners/2795103472/1412091281,https://www.twitter.com/CCSYale,https://pbs.twimg.com/profile_images/516975174814416896/vI5quCNG_normal.jpeg,false,false
Yale Ventures,Yale_Ventures,2353759326,false,2014-02-20 15:38:01,Helping develop innovations that impact the world's greatest challenges.,3323,1892,914,1917,"433 Temple St., New Haven, CT",896,https://pbs.twimg.com/profile_banners/2353759326/1656611527,https://www.twitter.com/Yale_Ventures,https://pbs.twimg.com/profile_images/1599823998086529031/6Uo3OQxO_normal.jpg,false,false
Yale Africa,yaleafrica,2829749962,true,2014-10-14 11:39:14,Yale Africa Initiative: Bringing Africa to @Yale & @Yale to Africa,2070,4394,484,2130,"New Haven, CT",464,https://pbs.twimg.com/profile_banners/2829749962/1609717578,https://www.twitter.com/yaleafrica,https://pbs.twimg.com/profile_images/1258907419503136768/HIO4btLf_normal.jpg,false,false
Yale DHWG,yale_dhwg,1688883667,false,2013-08-21 13:42:45,Representing the Digital Humanities Working Group at Yale University,2182,927,203,4,New Haven,19,,https://www.twitter.com/yale_dhwg,https://pbs.twimg.com/profile_images/441985025802641408/64CQgC5k_normal.png,false,false
The House at Yale,211ParkStreet,840212990,false,2012-09-22 14:19:35,This is the official twitter feed of the Afro-American Cultural Center at Yale.,528,704,104,0,,8,https://pbs.twimg.com/profile_banners/840212990/1674776511,https://www.twitter.com/211ParkStreet,https://pbs.twimg.com/profile_images/1618756335876685824/boJcxCwk_normal.jpg,false,false
Jim Shelton,JimboShelton,272451302,false,2011-03-26 10:56:27,"Senior Communications Officer for Science & Medicine, Yale University.",5547,1373,951,231,"New Haven, CT",137,,https://www.twitter.com/JimboShelton,https://pbs.twimg.com/profile_images/1287909806/chicago_bears_normal.jpg,false,false
Yale History,yale_history,2176832317,false,2013-11-05 16:21:19,"History Department at Yale University, official Twitter account.",3570,4257,238,3857,"New Haven, CT",266,https://pbs.twimg.com/profile_banners/2176832317/1483556868,https://www.twitter.com/yale_history,https://pbs.twimg.com/profile_images/1433088273388171265/0u_ifFjN_normal.jpg,false,false
YaleClinicalResearch,yalediscovers,1071785888,false,2013-01-08 14:31:03,Yale conducts hundreds of clinical trials to test cutting-edge treatments for many diseases. Find out how you can Help Us Discover at http://t.co/X6AglpY0,3773,1795,224,2974,New Haven,127,https://pbs.twimg.com/profile_banners/1071785888/1399669495,https://www.twitter.com/yalediscovers,https://pbs.twimg.com/profile_images/466948711080148992/yrE4jWkF_normal.jpeg,false,false
yaleiilab,yaleiilab,2577428118,false,2014-06-19 16:44:09,Innovative methods to improve mental health. Examining the benefits of interactions with animals & robots. $10-$90 (203)432-8361 https://t.co/lkYFMtklpN,364,227,361,301,"New Haven, CT",53,,https://www.twitter.com/yaleiilab,https://pbs.twimg.com/profile_images/607984584559628288/knGuTWlS_normal.jpg,false,false
Harlan Krumholz,hmkyale,73845366,false,2009-09-13 04:37:38,Working to improve the future for those who follow us...,21207,26237,1778,9058,Yale School of Medicine,3051,,https://www.twitter.com/hmkyale,https://pbs.twimg.com/profile_images/1545369884401565696/0H7b4Whn_normal.jpg,false,false
John Kerry,JohnKerry,15007149,false,2008-06-04 12:51:10,"Teresa's husband, 28 years representing Massachusetts in the U.S. Senate, 68th U.S. Secretary of State, now fighting the climate crisis.",2804,3295865,579,95,Proud Bostonian,781,https://pbs.twimg.com/profile_banners/15007149/1606151977,https://www.twitter.com/JohnKerry,https://pbs.twimg.com/profile_images/1205176184906092545/fI6BP6PK_normal.jpg,false,true
Eric Ries,ericries,14278978,false,2008-04-01 19:28:19,Trying to change how startups are built.,34336,314792,1805,1283,SF,757,,https://www.twitter.com/ericries,https://pbs.twimg.com/profile_images/920360278650318848/QWtr0ikE_normal.jpg,false,false
AAAYA,aayalealumni,63293032,false,2009-08-05 19:21:16,Association of Asian American Yale Alumni,862,565,184,129,,56,https://pbs.twimg.com/profile_banners/63293032/1398746553,https://www.twitter.com/aayalealumni,https://pbs.twimg.com/profile_images/1592704521578291201/zdi3_B5n_normal.jpg,false,false
@YaleEmotion,YaleEmotion,2325962143,false,2014-02-03 14:43:26,"We use the power of emotions to create a healthier & more equitable, innovative, & compassionate society. @rulerapproach is our evidence-based approach to #SEL.",3702,19445,142,2164,New Haven CT,1047,https://pbs.twimg.com/profile_banners/2325962143/1647436193,https://www.twitter.com/YaleEmotion,https://pbs.twimg.com/profile_images/1143587211113357313/3wBcLHZC_normal.png,false,false
Yale Online,Yale_Online,2203245666,false,2013-11-19 10:00:01,Office of Digital Dissemination & Online Education,323,751,130,24,"New Haven, CT",14,https://pbs.twimg.com/profile_banners/2203245666/1386010900,https://www.twitter.com/Yale_Online,https://pbs.twimg.com/profile_images/378800000775333668/5baa03613381ad3744533aca1c9119d0_normal.png,false,false
Yale Club South TX,YaleClubSouthTX,493376709,false,2012-02-15 13:51:08,The YCST supports Yale alumni throughout South Texas. Check here for events/news.,743,248,70,14,"San Antonio, TX",130,https://pbs.twimg.com/profile_banners/493376709/1367978160,https://www.twitter.com/YaleClubSouthTX,https://pbs.twimg.com/profile_images/1830211925/jake_normal.jpg,false,false
Yale Class of 1993,YaleClassof1993,952929276,false,2012-11-16 23:48:21,Connecting classmates to each other and to the rest of the world (we copied that from the '87 folks). #Y93 #YaleAlumni,2174,365,399,515,"New Haven, CT and beyond",116,https://pbs.twimg.com/profile_banners/952929276/1403496382,https://www.twitter.com/YaleClassof1993,https://pbs.twimg.com/profile_images/641294358000631808/kYhYejiq_normal.png,false,false
Feb Club Emeritus,febclub,85449794,false,2009-10-26 19:42:26,Feb Club! A Yale Tradition. Done alumni style. You can find us on Facebook at Feb Club for Old People (our original name).,3933,881,587,282,All over the world,165,https://pbs.twimg.com/profile_banners/85449794/1548472558,https://www.twitter.com/febclub,https://pbs.twimg.com/profile_images/550067525/n10159860925_3034_normal.jpg,false,false
Morse College,MorseCollege,1684567681,false,2013-08-19 20:44:25,The official twitter feed for Morse College,220,181,49,2,,9,https://pbs.twimg.com/profile_banners/1684567681/1382280472,https://www.twitter.com/MorseCollege,https://pbs.twimg.com/profile_images/378800000326189150/162a8d31ab0ee879b2b6fd4ed1f1e46f_normal.jpeg,false,false
Yale Class of 1987,YaleCollege1987,428244437,false,2011-12-04 09:35:24,Connecting #Yale87 classmates to each other & the broader Yale alumni community. Tweets by volunteers.,2343,399,280,236,,115,https://pbs.twimg.com/profile_banners/428244437/1477573420,https://www.twitter.com/YaleCollege1987,https://pbs.twimg.com/profile_images/2845173724/2662e131175423cf215e12835dc52090_normal.jpeg,false,false
YaleWomen,yalewomen,388921418,false,2011-10-11 11:21:10,Global network of Yale women alums,3380,2781,906,1106,,224,https://pbs.twimg.com/profile_banners/388921418/1417203791,https://www.twitter.com/yalewomen,https://pbs.twimg.com/profile_images/2239896388/YW_logo_normal.jpg,false,false
Yale Class of 1989,yale1989,1935828794,false,2013-10-04 19:44:15,"The twitter home for Yale Class of 1989. 25th Reunion coming up May 22-25, 2014! Details at http://t.co/yh0hDDhJDz",32,135,50,0,,0,https://pbs.twimg.com/profile_banners/1935828794/1381606706,https://www.twitter.com/yale1989,https://pbs.twimg.com/profile_images/378800000586337077/5b71e4d66847c9d19587afd3a3567d3a_normal.jpeg,false,false
Yale Club of London,YaleClubLondon,385049105,false,2011-10-04 15:44:58,The Yale Club of London - representing the alumni of Yale University in the UK.,263,517,65,280,"London, UK",52,,https://www.twitter.com/YaleClubLondon,https://pbs.twimg.com/profile_images/1572985075/Yale_Logo_normal.gif,false,false
Margie Whiteleather,margiesw,38496000,true,2009-05-07 15:19:31,Working in content for @jselingo and writing about newsletter design at https://t.co/BFAicwhF5d. Previously marcomm @ Cornell. Volunteer for Yale alumni.,5354,719,695,6114,Newsletters Get Looks:,604,https://pbs.twimg.com/profile_banners/38496000/1649537556,https://www.twitter.com/margiesw,https://pbs.twimg.com/profile_images/1513698689516191752/vvaTkwQ3_normal.jpg,false,false
J Dakota Powell,jdakotapowell,95530351,false,2009-12-08 18:53:12,"XR dev, 3D artist, founder @timewavestudio | prev: XR Lab, TimeWave, BNW on Bway | Yale |  https://t.co/jmSszqpeQg | #CurieVR #TheAtomSmashersVR #OculusStart",15617,3301,2689,31783,"New York City, London",1444,https://pbs.twimg.com/profile_banners/95530351/1695731683,https://www.twitter.com/jdakotapowell,https://pbs.twimg.com/profile_images/1535654753828540416/AoGc6qRo_normal.jpg,false,true
YANA,Yale_Nonprofit,1948110992,false,2013-10-08 19:17:13,Yale Alumni Nonprofit Alliance (YANA). Working Together. Giving Back. Changing Lives. Tweets by YANA Social Media Committee,5526,1318,627,1182,New Haven to New Delhi!,691,https://pbs.twimg.com/profile_banners/1948110992/1381389687,https://www.twitter.com/Yale_Nonprofit,https://pbs.twimg.com/profile_images/378800000571944834/4c24b7e115a12ac7d0c5347e6d1885c2_normal.jpeg,false,false
Yale HRPP,YaleHRPP,1911580988,false,2013-09-27 12:08:29,"Yale University Human Research Protection Program. Human Investigation Committee (biomedical) and Human Subjects Committee (social-behavioral, educational) IRBs",111,181,44,2,"New Haven, CT",2,https://pbs.twimg.com/profile_banners/1911580988/1381241526,https://www.twitter.com/YaleHRPP,https://pbs.twimg.com/profile_images/378800000566901706/19465359a597ea383cf7d2458fc00eb0_normal.jpeg,false,false
Yale Sociology,YaleSoc,1598750377,false,2013-07-16 12:01:02,News from the Department of Sociology at Yale University,930,5034,61,215,"New Haven, CT",199,https://pbs.twimg.com/profile_banners/1598750377/1422038764,https://www.twitter.com/YaleSoc,https://pbs.twimg.com/profile_images/558697465713418240/MiNwCFvE_normal.jpeg,false,false
Yale CreativeWriting,YaleCrWriting,1857343754,false,2013-09-12 08:56:55,Yale University's Creative Writing Program,2168,2560,1142,346,,57,https://pbs.twimg.com/profile_banners/1857343754/1472699125,https://www.twitter.com/YaleCrWriting,https://pbs.twimg.com/profile_images/378800000447105800/bcf05c4cbf2e1e1f2a7f97563da58c13_normal.jpeg,false,false
Stephen Pitti,stilesmaster,276769779,false,2011-04-03 21:48:15,"Head of Ezra Stiles College, Professor of History and American Studies @Yale.",1225,591,455,584,Yale University,106,https://pbs.twimg.com/profile_banners/276769779/1379433019,https://www.twitter.com/stilesmaster,https://pbs.twimg.com/profile_images/2157989570/rubiks_normal.jpg,false,false
New Haven Indy,newhavenindy,50183754,false,2009-06-23 22:22:05,"Breaking news and lively debate all about New Haven, Conn.",21758,14648,252,1029,"New Haven, Conn.",42,https://pbs.twimg.com/profile_banners/50183754/1561050112,https://www.twitter.com/newhavenindy,https://pbs.twimg.com/profile_images/1141753130297843715/9kXD5x6i_normal.png,false,false
Yale Art Gallery,YaleArtGallery,362687208,false,2011-08-26 16:29:38,"Tweets from the galleries, behind-the-scenes photos, and more from America's oldest university art museum.",3145,16147,356,2120,"New Haven, Conn",856,https://pbs.twimg.com/profile_banners/362687208/1600978971,https://www.twitter.com/YaleArtGallery,https://pbs.twimg.com/profile_images/1019607783400968192/m4KJbwsK_normal.jpg,false,false
Paul Bloom,paulbloomatyale,90169053,false,2009-11-15 09:16:00,"Psychologist who studies and writes about human nature—including morality, pleasure, and religion

(Artwork by MK Wynn: https://t.co/HLDAJgvYmE)",3890,94923,584,22429,"New Haven, CT",216,https://pbs.twimg.com/profile_banners/90169053/1475445994,https://www.twitter.com/paulbloomatyale,https://pbs.twimg.com/profile_images/782699128853704704/U5sCgy1C_normal.jpg,false,false
Vladimir Alexandrov,VEAlexandrov,635411763,true,2012-07-14 08:03:56,Writer.ProfEmeritus@Yale. Epic bio coming 9/21 TO BREAK RUSSIA'S CHAINS: BORIS SAVINKOV AND HIS WARS AGAINST THE TSAR AND THE BOLSHEVIKS https://t.co/SDaCuhxvom,727,340,303,1217,Connecticut,16,https://pbs.twimg.com/profile_banners/635411763/1624290886,https://www.twitter.com/VEAlexandrov,https://pbs.twimg.com/profile_images/1406954468143472647/gLdKcukG_normal.jpg,false,false
Beverly Gage,beverlygage,1225915808,false,2013-02-27 14:51:02,"Historian at Yale; biography of J. Hoover Edgar--G-Man: J. Edgar Hoover and the Making of the American Century--due out from Viking on Nov. 22, 2022",307,6324,494,302,,4,,https://www.twitter.com/beverlygage,https://pbs.twimg.com/profile_images/691265007917502464/W6jHgyx7_normal.jpg,false,false
LizAdriana2323,lizadriana2323,14120576,false,2008-03-11 01:32:14,,12021,10443,1692,897,,593,https://pbs.twimg.com/profile_banners/14120576/1707128918,https://www.twitter.com/lizadriana2323,https://pbs.twimg.com/profile_images/1754451958595764225/rA7oHv3u_normal.jpg,false,false
Joyful Clemantine,clemantine1,234191560,false,2011-01-04 20:48:33,"Author, Creative, Connector for just joy. I’m into dragons, gardens, and rainbow as “I Rise. I Rise. I Rise “- MayaAngelou",5911,4232,2090,8265,Earth,284,https://pbs.twimg.com/profile_banners/234191560/1650607657,https://www.twitter.com/clemantine1,https://pbs.twimg.com/profile_images/1376318389220638722/yj2DmPhj_normal.jpg,false,false
Sandra Boynton,SandyBoynton,437176698,false,2011-12-14 22:06:02,"""Trying to Think of a Motto Since 1973."" Cartoonist, children’s author, songwriter, counterproductive kazooist.",4402,60050,36,4213,East and a little North,2729,https://pbs.twimg.com/profile_banners/437176698/1357393744,https://www.twitter.com/SandyBoynton,https://pbs.twimg.com/profile_images/961262031834898432/IgcdV4uD_normal.jpg,false,true
Doox of Yale,DooxOfYale,170193432,false,2010-07-24 00:47:17,Doox of Yale (formerly The Duke's Men) are Yale's first (and best looking) all gender TTBB a cappella group! Find us on Instagram and Facebook!,571,525,96,62,Yale University,113,https://pbs.twimg.com/profile_banners/170193432/1583538891,https://www.twitter.com/DooxOfYale,https://pbs.twimg.com/profile_images/1172610466595725312/a7Jt0dvy_normal.jpg,false,false
Shades of Yale,ShadesofYale,702986042,false,2012-07-18 08:39:32,"Shades of Yale, founded in 1988, is @Yale University's youngest a cappella group, singing music of the African Diaspora and African-American tradition.",153,333,162,9,"New Haven, CT",8,https://pbs.twimg.com/profile_banners/702986042/1438653266,https://www.twitter.com/ShadesofYale,https://pbs.twimg.com/profile_images/503973755627253761/vaWGZjHh_normal.jpeg,false,false
"John DeStefano, Jr.",John_DeStefano,25496823,false,2009-03-20 08:42:22,,1139,2529,493,20,"New Haven, CT",30,https://pbs.twimg.com/profile_banners/25496823/1362490186,https://www.twitter.com/John_DeStefano,https://pbs.twimg.com/profile_images/378800000679075514/b428b879e0e7e8d844fc521770f57ba9_normal.jpeg,false,false
Ronan Farrow,RonanFarrow,340613443,false,2011-07-22 20:15:26,Pulitzer-winning investigative journo @newyorker. Documentaries @hbo. Ex-diplomat. Bad lawyer. Disused PhD. Tips: ronan_farrow@newyorker.com.,2338,1060199,5178,15506,Genovia,188,https://pbs.twimg.com/profile_banners/340613443/1656518098,https://www.twitter.com/RonanFarrow,https://pbs.twimg.com/profile_images/1515433189375987715/L6_IRSHH_normal.jpg,false,true
Nikolaj Birjukow,nikolajbirjukow,22967319,false,2009-03-05 14:49:29,Managing Director of Marketing and Content for @Ogilvy and enthusiast for all things #Ogilvy. All tweets are not my own.,17012,118387,787,14833,Global,227,https://pbs.twimg.com/profile_banners/22967319/1528206629,https://www.twitter.com/nikolajbirjukow,https://pbs.twimg.com/profile_images/1003988571001270273/_onbva3b_normal.jpg,false,false
Ogilvy Consulting,OgilvyConsult,376762488,false,2011-09-20 09:12:50,"Everything you need to know about tackling the toughest brand and marketing problems from the strategic consultancy at the heart of @Ogilvy

#TEAMOGILVY",8717,37246,978,7538,Global,871,https://pbs.twimg.com/profile_banners/376762488/1663766214,https://www.twitter.com/OgilvyConsult,https://pbs.twimg.com/profile_images/1572575594872815617/yPWQ9RR5_normal.jpg,false,false
RULER,rulerapproach,225386150,false,2010-12-11 07:43:22,"An evidence-based approach to social & emotional learning. Learn about upcoming trainings at our website below. For more about our research, visit @YaleEmotion.",5459,19630,404,3488,"New Haven, Connecticut",1222,https://pbs.twimg.com/profile_banners/225386150/1647435685,https://www.twitter.com/rulerapproach,https://pbs.twimg.com/profile_images/885936312565366785/nYbhTu7F_normal.jpg,false,false
TEDxYale,TEDxYALE,96353563,false,2009-12-12 09:38:39,"TEDxYale is an organization of students, working together to bring TED to Yale. Our Flagship Conference is taking place October 15th!",1353,1616,217,100,"New Haven, CT",137,https://pbs.twimg.com/profile_banners/96353563/1566761801,https://www.twitter.com/TEDxYALE,https://pbs.twimg.com/profile_images/447888008776126464/c9FF0_Uk_normal.jpeg,false,false
Yale in Hollywood,YaleinHollywood,58740034,false,2009-07-21 04:07:57,Networking group for Yale alumni and friends in and interested in entertainment,1592,1084,72,315,Los Angeles,1037,https://pbs.twimg.com/profile_banners/58740034/1599688621,https://www.twitter.com/YaleinHollywood,https://pbs.twimg.com/profile_images/1813660837/bulldogshadessquare_normal.jpg,false,false
Windham-Campbell Prizes,WindhamCampbell,1134947054,true,2013-01-30 14:20:38,The writer's prize.,6853,50948,2020,4050,Yale University,1145,https://pbs.twimg.com/profile_banners/1134947054/1699005527,https://www.twitter.com/WindhamCampbell,https://pbs.twimg.com/profile_images/1638263892517220352/melLMNF3_normal.jpg,false,false
